Resultados com fitness sendo Valores - Peso
86 | 187 | 101 | 73 | 187, 101
47 | 145 | 98 | 10 | 118, 72
1 | 0 | 0 | 0 | 466, 437
1 | 0 | 0 | 0 | 722, 725
86 | 187 | 101 | 68 | 181, 97
1 | 0 | 0 | 0 | 384, 330
1 | 0 | 0 | 0 | 779, 724
1 | 0 | 0 | 0 | 536, 527
53 | 141 | 88 | 73 | 124, 82
86 | 187 | 101 | 48 | 187, 101
1 | 0 | 0 | 0 | 469, 443
1 | 0 | 0 | 0 | 533, 484
55 | 156 | 101 | 24 | 156, 101
1 | 0 | 0 | 0 | 475, 469
86 | 187 | 101 | 22 | 92, 50
1 | 0 | 0 | 0 | 500, 429
80 | 155 | 75 | 56 | 141, 88
1 | 0 | 0 | 0 | 540, 592
86 | 187 | 101 | 53 | 181, 97
65 | 145 | 80 | 99 | 120, 84
86 | 187 | 101 | 39 | 181, 97
1 | 0 | 0 | 0 | 438, 433
63 | 139 | 76 | 1 | 118, 72
86 | 187 | 101 | 18 | 181, 97
1 | 0 | 0 | 0 | 568, 544
1 | 0 | 0 | 0 | 510, 565
3 | 96 | 93 | 4 | 444, 426
86 | 187 | 101 | 22 | 240, 149
55 | 156 | 101 | 76 | 156, 101
1 | 0 | 0 | 0 | 274, 284
84 | 181 | 97 | 43 | 181, 97
1 | 0 | 0 | 0 | 538, 549
1 | 0 | 0 | 0 | 257, 201
86 | 187 | 101 | 93 | 169, 98
1 | 0 | 0 | 0 | 492, 529
86 | 187 | 101 | 57 | 187, 101
1 | 0 | 0 | 0 | 457, 387
1 | 0 | 0 | 0 | 462, 537
84 | 181 | 97 | 26 | 181, 97
1 | 0 | 0 | 0 | 496, 499
38 | 131 | 93 | 61 | 131, 93
1 | 0 | 0 | 0 | 614, 574
1 | 0 | 0 | 0 | 553, 533
86 | 187 | 101 | 0 | 187, 101
86 | 187 | 101 | 57 | 187, 101
1 | 0 | 0 | 0 | 442, 413
1 | 0 | 0 | 0 | 493, 440
1 | 0 | 0 | 0 | 629, 618
84 | 181 | 97 | 79 | 145, 98
1 | 0 | 0 | 0 | 539, 594
1 | 0 | 0 | 0 | 470, 471
2 | 97 | 95 | 76 | 554, 588
1 | 0 | 0 | 0 | 639, 623
86 | 187 | 101 | 13 | 118, 72
1 | 0 | 0 | 0 | 446, 463
53 | 141 | 88 | 53 | 141, 88
86 | 187 | 101 | 4 | 181, 97
86 | 187 | 101 | 56 | 181, 97
86 | 187 | 101 | 89 | 118, 72
47 | 145 | 98 | 31 | 131, 93
84 | 181 | 97 | 96 | 118, 72
1 | 0 | 0 | 0 | 438, 465
1 | 0 | 0 | 0 | 469, 436
1 | 0 | 0 | 0 | 203, 253
1 | 0 | 0 | 0 | 348, 310
86 | 187 | 101 | 90 | 118, 72
86 | 187 | 101 | 31 | 187, 101
86 | 187 | 101 | 68 | 187, 101
55 | 156 | 101 | 39 | 118, 72
84 | 181 | 97 | 7 | 145, 98
86 | 187 | 101 | 42 | 118, 72
1 | 0 | 0 | 0 | 473, 546
1 | 0 | 0 | 0 | 446, 419
86 | 187 | 101 | 78 | 187, 101
1 | 0 | 0 | 0 | 365, 415
1 | 0 | 0 | 0 | 546, 541
84 | 181 | 97 | 58 | 181, 97
1 | 0 | 0 | 0 | 646, 648
