Resultados com fitness sendo Soma dos Valores
117 | 117 | 100 | 74 | 103, 95
117 | 117 | 100 | 36 | 103, 95
99 | 99 | 97 | 3 | 99, 97
117 | 117 | 100 | 50 | 117, 100
105 | 105 | 96 | 66 | 105, 96
106 | 106 | 100 | 11 | 92, 95
105 | 105 | 96 | 27 | 97, 95
117 | 117 | 100 | 3 | 106, 100
109 | 109 | 99 | 33 | 106, 100
106 | 106 | 100 | 79 | 106, 100
117 | 117 | 100 | 54 | 117, 100
105 | 105 | 96 | 41 | 90, 92
91 | 91 | 91 | 5 | 85, 100
117 | 117 | 100 | 99 | 91, 91
109 | 109 | 99 | 68 | 90, 92
105 | 105 | 96 | 33 | 97, 95
117 | 117 | 100 | 0 | 117, 100
105 | 105 | 96 | 29 | 87, 93
117 | 117 | 100 | 88 | 117, 100
117 | 117 | 100 | 14 | 117, 100
117 | 117 | 100 | 82 | 117, 100
105 | 105 | 96 | 0 | 105, 96
117 | 117 | 100 | 39 | 98, 93
117 | 117 | 100 | 62 | 117, 100
109 | 109 | 99 | 16 | 103, 95
117 | 117 | 100 | 0 | 117, 100
117 | 117 | 100 | 70 | 117, 100
105 | 105 | 96 | 10 | 105, 96
117 | 117 | 100 | 25 | 83, 90
117 | 117 | 100 | 97 | 109, 99
117 | 117 | 100 | 9 | 91, 91
117 | 117 | 100 | 97 | 91, 91
117 | 117 | 100 | 74 | 103, 95
117 | 117 | 100 | 0 | 117, 100
109 | 109 | 99 | 88 | 90, 92
117 | 117 | 100 | 66 | 103, 95
109 | 109 | 99 | 91 | 105, 96
117 | 117 | 100 | 7 | 117, 100
117 | 117 | 100 | 81 | 103, 95
103 | 103 | 95 | 26 | 84, 88
117 | 117 | 100 | 23 | 103, 95
117 | 117 | 100 | 7 | 117, 100
117 | 117 | 100 | 29 | 117, 100
109 | 109 | 99 | 57 | 99, 97
117 | 117 | 100 | 25 | 117, 100
117 | 117 | 100 | 11 | 117, 100
109 | 109 | 99 | 96 | 85, 95
117 | 117 | 100 | 51 | 117, 100
117 | 117 | 100 | 65 | 106, 100
117 | 117 | 100 | 72 | 117, 100
117 | 117 | 100 | 60 | 106, 100
117 | 117 | 100 | 62 | 154, 154
117 | 117 | 100 | 4 | 109, 99
106 | 106 | 100 | 69 | 99, 97
117 | 117 | 100 | 38 | 91, 91
117 | 117 | 100 | 56 | 109, 99
117 | 117 | 100 | 31 | 117, 100
117 | 117 | 100 | 66 | 103, 95
106 | 106 | 100 | 30 | 92, 95
117 | 117 | 100 | 16 | 117, 100
106 | 106 | 100 | 71 | 92, 95
117 | 117 | 100 | 0 | 117, 100
98 | 98 | 93 | 80 | 84, 88
117 | 117 | 100 | 87 | 103, 95
117 | 117 | 100 | 10 | 103, 95
109 | 109 | 99 | 78 | 97, 95
117 | 117 | 100 | 77 | 143, 148
