Resultados com fitness sendo Soma dos Valores
1 | 0 | 0 | 0 | 406, 455
139 | 139 | 98 | 64 | 127, 96
141 | 141 | 88 | 8 | 141, 88
1 | 0 | 0 | 0 | 425, 498
115 | 115 | 98 | 60 | 101, 93
127 | 127 | 96 | 19 | 103, 96
1 | 0 | 0 | 0 | 459, 491
1 | 0 | 0 | 0 | 448, 399
1 | 0 | 0 | 0 | 463, 463
138 | 138 | 98 | 27 | 132, 100
107 | 107 | 101 | 17 | 107, 101
138 | 138 | 96 | 75 | 138, 96
1 | 0 | 0 | 0 | 485, 533
1 | 0 | 0 | 0 | 375, 383
1 | 0 | 0 | 0 | 351, 309
181 | 181 | 97 | 4 | 159, 100
157 | 157 | 97 | 71 | 107, 101
1 | 0 | 0 | 0 | 558, 569
1 | 0 | 0 | 0 | 394, 335
1 | 0 | 0 | 0 | 566, 532
97 | 97 | 88 | 21 | 97, 88
1 | 0 | 0 | 0 | 377, 429
1 | 0 | 0 | 0 | 426, 446
156 | 156 | 101 | 35 | 156, 101
132 | 132 | 100 | 96 | 108, 100
1 | 0 | 0 | 0 | 346, 460
1 | 0 | 0 | 0 | 556, 577
1 | 0 | 0 | 0 | 671, 700
117 | 117 | 100 | 81 | 109, 99
1 | 0 | 0 | 0 | 396, 322
1 | 0 | 0 | 0 | 383, 340
181 | 181 | 97 | 13 | 159, 100
139 | 139 | 100 | 57 | 139, 100
96 | 96 | 101 | 77 | 96, 101
1 | 0 | 0 | 0 | 345, 391
1 | 0 | 0 | 0 | 444, 459
1 | 0 | 0 | 0 | 409, 397
136 | 136 | 93 | 43 | 108, 95
139 | 139 | 98 | 12 | 123, 99
76 | 76 | 51 | 35 | 65, 90
1 | 0 | 0 | 0 | 461, 400
1 | 0 | 0 | 0 | 500, 546
1 | 0 | 0 | 0 | 608, 503
1 | 0 | 0 | 0 | 546, 561
138 | 138 | 96 | 32 | 138, 96
157 | 157 | 97 | 68 | 86, 99
1 | 0 | 0 | 0 | 566, 502
131 | 131 | 93 | 13 | 120, 84
187 | 187 | 101 | 58 | 187, 101
110 | 110 | 98 | 57 | 110, 98
1 | 0 | 0 | 0 | 370, 361
1 | 0 | 0 | 0 | 458, 490
181 | 181 | 97 | 82 | 181, 97
1 | 0 | 0 | 0 | 461, 482
1 | 0 | 0 | 0 | 598, 568
138 | 138 | 98 | 34 | 118, 72
1 | 0 | 0 | 0 | 552, 573
1 | 0 | 0 | 0 | 693, 700
1 | 0 | 0 | 0 | 574, 542
181 | 181 | 97 | 14 | 157, 97
145 | 145 | 98 | 37 | 119, 89
1 | 0 | 0 | 0 | 358, 384
187 | 187 | 101 | 16 | 187, 101
1 | 0 | 0 | 0 | 710, 674
138 | 138 | 96 | 95 | 136, 93
1 | 0 | 0 | 0 | 502, 493
1 | 0 | 0 | 0 | 537, 589
1 | 0 | 0 | 0 | 501, 439
97 | 97 | 92 | 49 | 95, 89
138 | 138 | 96 | 33 | 138, 96
187 | 187 | 101 | 35 | 173, 96
1 | 0 | 0 | 0 | 613, 633
1 | 0 | 0 | 0 | 307, 295
1 | 0 | 0 | 0 | 472, 416
1 | 0 | 0 | 0 | 460, 468
132 | 132 | 95 | 48 | 110, 98
1 | 0 | 0 | 0 | 515, 488
1 | 0 | 0 | 0 | 753, 721
1 | 0 | 0 | 0 | 493, 500
156 | 156 | 101 | 99 | 148, 100
124 | 124 | 82 | 0 | 114, 87
173 | 173 | 96 | 94 | 173, 96
109 | 109 | 94 | 9 | 97, 92
153 | 153 | 99 | 42 | 147, 101
1 | 0 | 0 | 0 | 628, 669
133 | 133 | 99 | 26 | 133, 99
1 | 0 | 0 | 0 | 440, 382
1 | 0 | 0 | 0 | 647, 666
1 | 0 | 0 | 0 | 433, 507
126 | 126 | 91 | 74 | 116, 96
153 | 153 | 99 | 87 | 153, 99
156 | 156 | 101 | 17 | 145, 98
1 | 0 | 0 | 0 | 467, 434
98 | 98 | 94 | 0 | 75, 99
159 | 159 | 100 | 50 | 111, 97
1 | 0 | 0 | 0 | 437, 494
119 | 119 | 89 | 8 | 109, 94
1 | 0 | 0 | 0 | 335, 356
187 | 187 | 101 | 14 | 187, 101
1 | 0 | 0 | 0 | 410, 384
123 | 123 | 99 | 98 | 123, 99
1 | 0 | 0 | 0 | 542, 502
163 | 163 | 94 | 75 | 159, 100
1 | 0 | 0 | 0 | 584, 545
1 | 0 | 0 | 0 | 427, 350
